stationid,toxbatch,matrix,lab,species,dilution,treatment,concentration,concentrationunits,endpoint,labrep,result,resultunits,qacode,sampletypecode,fieldreplicate,samplecollectdate,comments,ObjectId
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eoh on water surface day 4, resubmerged",548
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1, 3 and 4, resubmerged; neonates present on day 4",549
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 2-4, resubmerged",550
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,4,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 4, resubmerged",551
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-4, resubmerged",552
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged",553
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,3,80,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged; dead neonates present on day 4",554
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,80,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-4, resubmerged",555
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,20,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged; dead neonates present on day 4",556
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.1,mg/L,Percent normal-alive,2,96.6,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,557
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,80,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (2 alive, 6 dead) found on day 4",558
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,4,10,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,dead neonates present on day 4,559
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,20,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eoh on water surface day 1, resubmerged; neonates (9 dead) found on day 4",560
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,10 day survival percent,1,70,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1, 2,  4, and 6-8, resubmerged",561
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,10 day survival percent,4,0,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,,562
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,563
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (3) found on day 4",564
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,0,mg/L,Percent normal-alive,1,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,565
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,2,40,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eohs on water surface day 1, resubmerged; neonates (6 dead) found on day 4",566
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,62.5,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged",567
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,3,10,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eohs on water surface day 1, resubmerged; neonates (2 dead) found on day 4",568
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,0,mg/L,Percent normal-alive,2,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,569
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,80,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,570
0000,9/28B18RTeea,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,4,20,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,"eohs on water surface day 1, resubmerged; neonates (10 dead) found on day 4",571
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,0,mg/L,Percent normal-alive,3,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,572
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,1,80,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (3 dead) found on day 4",573
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,10 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 2, resubmerged; neonates (5 alive, 2 dead) found on day 10",574
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,10,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,575
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.1,mg/L,Percent normal-alive,3,97.7,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,576
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.1,mg/L,Percent normal-alive,4,96.2,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,577
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.1,mg/L,Percent normal-alive,5,99.3,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,578
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.6,mg/L,Percent normal-alive,1,98.1,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,579
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.6,mg/L,Percent normal-alive,2,97.4,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,580
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.6,mg/L,Percent normal-alive,3,97.1,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,581
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.6,mg/L,Percent normal-alive,4,96.8,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,582
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,7.6,mg/L,Percent normal-alive,5,95.2,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,583
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,8.8,mg/L,Percent normal-alive,1,98.4,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,584
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,8.8,mg/L,Percent normal-alive,2,88.2,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,585
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,8.8,mg/L,Percent normal-alive,3,97.3,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,586
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,8.8,mg/L,Percent normal-alive,4,89.4,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,587
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,8.8,mg/L,Percent normal-alive,5,89.9,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,588
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,19,mg/L,Percent normal-alive,1,0,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,589
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,19,mg/L,Percent normal-alive,2,0,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,590
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,19,mg/L,Percent normal-alive,3,0,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,591
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,19,mg/L,Percent normal-alive,4,0,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,592
0000,180926msnh,Reference Toxicant,Nautilus Environmental,Mytilus galloprovincialis,-88,None,19,mg/L,Percent normal-alive,5,0,percentage,A,RFNH3,1,2018/09/26 07:00:00+00,,593
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,1,80,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,594
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,595
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,596
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,597
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,14.3,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,598
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,14.3,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,599
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,14.3,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,600
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,14.3,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,601
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,31.1,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,602
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,31.1,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,603
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,31.1,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,604
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,31.1,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,605
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,65,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,606
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,65,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,607
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,65,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,608
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,65,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,609
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,122,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,610
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,122,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,611
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,122,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,612
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,122,mg/L,4 day survival percent,4,90,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,613
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,252,mg/L,4 day survival percent,1,20,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,614
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,252,mg/L,4 day survival percent,2,10,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,615
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,252,mg/L,4 day survival percent,3,30,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,616
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,252,mg/L,4 day survival percent,4,20,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,617
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,312,mg/L,4 day survival percent,1,0,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,618
0000,180928eeraNH3,Reference Toxicant,Nautilus Environmental,Eohaustorius estuarius,-88,None,312,mg/L,4 day survival percent,2,0,percentage,A,RFNH3,1,2018/09/28 07:00:00+00,,619
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,0,mg/L,Percent normal-alive,4,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,620
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,2,20,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,621
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,10 day survival percent,3,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eoh on water surface day 6 and 7, resubmerged",622
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,15.6,mg/L,Percent normal-alive,2,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,623
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,2,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (3 dead) found on day 4",624
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,15.6,mg/L,Percent normal-alive,3,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,625
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,3,0,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,626
0000,eert180713,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,4,0,percentage,A,RFNH3,1,2018/07/13 07:00:00+00,,627
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,3,90,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (1 dead) found on day 4",628
0000,eert180720,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,1,90,percentage,A,RFNH3,1,2018/07/20 07:00:00+00,,629
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,0,mg/L,10 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1, 2, 4, 5. and 9, resubmerged",630
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,15.6,mg/L,Percent normal-alive,4,90,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,631
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,125,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-3, resubmerged; neonates (8 dead) found on day 4",632
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,10 day survival percent,1,80,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1, 2 and 4, resubmerged; neonates (8 alive, 1 dead) found on day 10",633
0000,eert180720,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,2,100,percentage,A,RFNH3,1,2018/07/20 07:00:00+00,,634
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,31.2,mg/L,Percent normal-alive,1,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,635
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,1,40,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged",636
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,10 day survival percent,2,100,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eoh on water surface day 1-8, resubmerged",637
0000,eert180720,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,3,100,percentage,A,RFNH3,1,2018/07/20 07:00:00+00,,638
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,31.2,mg/L,Percent normal-alive,2,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,639
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,2,10,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 3, resubmerged",640
0000,9/14B18RTeeaA,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,15.6,mg/L,10 day survival percent,3,80,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1-5, resubmerged; neonates (13) found on day 10",641
0000,eert180720,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,0,mg/L,4 day survival percent,4,100,percentage,A,RFNH3,1,2018/07/20 07:00:00+00,,642
0000,RT 1,Reference Toxicant,NOAA,Eohaustorius estuarius,-88,None,31.2,mg/L,Percent normal-alive,3,100,percentage,A,RFNH3,1,2018/07/12 07:00:00+00,,643
0000,eert180720,Reference Toxicant,City of San Diego,Eohaustorius estuarius,-88,None,15.6,mg/L,4 day survival percent,1,100,percentage,A,RFNH3,1,2018/07/20 07:00:00+00,,644
0000,9/14B18RTeeaB,Reference Toxicant,Los Angeles County Sanitation Districts,Eohaustorius estuarius,-88,None,250,mg/L,4 day survival percent,3,10,percentage,A,RFNH3,1,2018/09/14 07:00:00+00,"eohs on water surface day 1 and 2, resubmerged; neonates (3 dead) found on day 4",645
